,age,worksalary_class,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary_class
10171,36,Private,237943.0,Post_Grad,14,Married,Exec-managerial,Husband,White,Male,5013,0,50,United-States,>50K
10172,63,Self_employed,140852.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
10173,49,Self_employed,105614.0,Secondary_edu,9,Unmarried,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
10174,19,Private,83492.0,Primary_education,5,Single,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
10175,50,Self_employed,225772.0,PhD,14,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,>50K
10176,37,Private,242713.0,Primary_education,8,Unmarried,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,<=50K
10177,60,Private,355865.0,Post_Grad,14,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
10178,43,Private,173316.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10179,43,Self_employed,39463.2,PhD,14,Married,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
10180,19,Private,297246.0,Primary_education,7,Single,Priv-house-serv,Own-child,White,Female,0,0,18,United-States,<=50K
10181,43,Private,108945.0,Secondary_edu,10,Single,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
10182,39,Private,112158.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,26,United-States,<=50K
10183,21,Self_employed,57298.0,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Female,0,0,18,United-States,<=50K
10184,42,Self_employed,115323.0,PhD,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,18,United-States,<=50K
10185,48,Self_employed,164582.0,Secondary_edu,10,Married,Farming-fishing,Husband,White,Male,5013,0,60,United-States,>50K
10186,56,Private,295067.0,Graduate,13,Single,Exec-managerial,Not-in-family,White,Male,5013,0,45,United-States,>50K
10187,21,Private,177265.0,Secondary_edu,12,Single,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
10188,28,Civil_servant,336543.0,Secondary_edu,12,Married,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Others,>50K
10189,39,Self_employed,52870.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
10190,40,Private,316820.0,Primary_education,5,Married,Sales,Husband,White,Male,4064,0,40,United-States,<=50K
10191,38,Civil_servant,200153.0,Secondary_edu,12,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
10192,59,Private,379699.1999999997,Secondary_edu,10,Married,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
10193,51,Civil_servant,39463.2,Secondary_edu,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
10194,19,Private,299598.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States,<=50K
10195,23,Private,122048.0,Secondary_edu,9,Single,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
10196,31,Private,345277.0,Graduate,13,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
10197,42,Private,113147.0,Secondary_edu,12,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
10198,43,Private,39463.2,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
10199,45,Private,255014.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
10200,34,Private,152667.0,Secondary_edu,10,Married,Machine-op-inspct,Husband,White,Male,0,0,35,United-States,<=50K
10201,21,Private,231053.0,Secondary_edu,9,Single,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,<=50K
10202,34,Private,103651.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
10203,55,Self_employed,124137.0,Secondary_edu,10,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
10204,30,Private,198183.0,Secondary_edu,11,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
10205,29,Private,183627.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,3137,0,48,Others,<=50K
10206,19,Private,379699.1999999997,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
10207,45,Self_employed,114396.0,Graduate,13,Unmarried,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,<=50K
10208,42,Private,186376.0,Graduate,13,Married,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,Others,>50K
10209,32,Private,290964.0,Graduate,13,Single,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
10210,63,Self_employed,282095.0,Secondary_edu,10,Married,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
10211,44,Civil_servant,244974.0,Graduate,13,Married,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K
10212,34,Self_employed,114691.0,Secondary_edu,9,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10213,35,Private,107160.0,Primary_education,8,Unmarried,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
10214,39,Self_employed,142573.0,Secondary_edu,10,Single,Craft-repair,Not-in-family,White,Male,0,0,25,United-States,<=50K
10215,29,Private,203833.0,Graduate,13,Single,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
10216,24,Private,47791.0,Secondary_edu,9,Single,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
10217,49,Private,133729.0,Secondary_edu,10,Married,Other-service,Husband,White,Male,0,0,18,United-States,<=50K
10218,52,Self_employed,135339.0,Secondary_edu,10,Married,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
10219,54,Private,135803.0,Graduate,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,5013,0,60,Others,>50K
10220,31,Private,128591.0,Primary_education,5,Unmarried,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
10221,44,Private,133853.0,Secondary_edu,10,Unmarried,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
10222,19,Private,137363.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,30,United-States,<=50K
10223,27,Self_employed,243569.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
10224,24,Private,119156.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
10225,30,Private,379699.1999999997,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,<=50K
10226,27,Private,252506.0,Secondary_edu,10,Unmarried,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
10227,34,Civil_servant,117503.0,Graduate,13,Married,Adm-clerical,Husband,White,Male,0,0,20,Others,<=50K
10228,25,Civil_servant,117833.0,Secondary_edu,10,Married,Exec-managerial,Wife,White,Female,0,0,19,United-States,<=50K
10229,39,Private,294183.0,Secondary_edu,9,Unmarried,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
10230,28,Private,379699.1999999997,Secondary_edu,10,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
10231,51,Self_employed,259323.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
10232,21,Private,207988.0,Secondary_edu,9,Married,Prof-specialty,Other-relative,White,Female,0,0,35,United-States,<=50K
10233,33,Private,96635.0,Secondary_edu,10,Single,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,26,Others,<=50K
10234,27,Private,192283.0,Secondary_edu,11,Single,Handlers-cleaners,Own-child,White,Female,0,0,38,United-States,<=50K
10235,29,Private,214881.0,Secondary_edu,9,Single,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
10236,33,Civil_servant,167474.0,Primary_education,6,Married,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
10237,37,Private,110713.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,50,United-States,>50K
10238,20,Private,201204.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
10239,24,Private,197666.0,Graduate,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
10240,29,Private,162002.0,Secondary_edu,9,Single,Other-service,Own-child,White,Female,0,0,35,United-States,<=50K
10241,31,Private,263561.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10242,41,Private,224799.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10243,42,Self_employed,89942.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10244,20,Private,238685.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K
10245,54,Private,39463.2,Primary_education,5,Unmarried,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
10246,55,Private,90414.0,Graduate,13,Married,Craft-repair,Unmarried,White,Female,0,0,55,Others,<=50K
10247,21,Private,190805.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K
10248,52,Private,39463.2,Secondary_edu,11,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10249,19,Private,285263.0,Secondary_edu,9,Single,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
10250,33,Private,177331.0,Secondary_edu,11,Married,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
10251,22,Private,347530.0,Secondary_edu,9,Unmarried,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
10252,59,Private,230039.0,Secondary_edu,9,Single,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,<=50K
10253,19,Private,210547.0,Primary_education,6,Single,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
10254,31,Private,204752.0,Primary_education,8,Single,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
10255,63,Self_employed,104001.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
10256,45,Private,253116.0,Primary_education,6,Unmarried,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
10257,36,Private,169037.0,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10258,35,Self_employed,202027.0,Secondary_edu,10,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
10259,45,Private,170099.0,Secondary_edu,10,Unmarried,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
10260,42,Self_employed,212847.0,Secondary_edu,9,Single,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
10261,50,Civil_servant,307392.0,Post_Grad,14,Unmarried,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
10262,39,Private,233428.0,Secondary_edu,9,Unmarried,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
10263,44,Private,355728.0,Secondary_edu,10,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,45,Others,<=50K
10264,52,Private,177995.0,Primary_education,5,Married,Farming-fishing,Husband,White,Male,0,0,56,Others,>50K
10265,24,Private,283613.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K
10266,56,Self_employed,184598.0,Primary_education,5,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
10267,27,Private,185647.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
10268,47,Self_employed,192894.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10269,40,Self_employed,284706.0,Secondary_edu,14,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States,>50K
10270,38,Private,179579.0,Secondary_edu,9,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
10271,27,Private,131679.0,Secondary_edu,11,Unmarried,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
10272,52,Private,132973.0,Secondary_edu,9,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K
10273,22,Private,154713.0,Secondary_edu,9,Unmarried,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
10274,41,Private,121718.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,Others,<=50K
10275,30,Private,255279.0,Secondary_edu,9,Unmarried,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,<=50K
10276,55,Private,202559.0,Graduate,13,Married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,35,Others,<=50K
10277,25,Private,123095.0,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
10278,32,Private,153326.0,Graduate,13,Married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
10279,28,Private,75695.0,Secondary_edu,10,Unmarried,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
10280,33,Self_employed,206609.0,Secondary_edu,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
10281,19,Private,234780.0,Secondary_edu,9,Single,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K
10282,27,Private,178778.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
10283,55,Private,171355.0,Secondary_edu,11,Married,Machine-op-inspct,Husband,White,Male,0,0,20,United-States,<=50K
10284,63,Civil_servant,95680.0,Secondary_edu,10,Married,Tech-support,Husband,White,Male,0,0,18,United-States,>50K
10285,39,Private,196673.0,Secondary_edu,9,Married,Other-service,Wife,White,Female,5013,0,40,United-States,<=50K
10286,51,Civil_servant,73670.0,PhD,14,Married,Prof-specialty,Husband,White,Male,4386,0,52,United-States,>50K
10287,63,Self_employed,139960.0,Primary_education,5,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10288,41,Self_employed,379699.1999999997,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
10289,27,Private,60374.0,Secondary_edu,9,Widowed,Craft-repair,Unmarried,White,Female,0,0,26,United-States,<=50K
10290,54,Private,379699.1999999997,Post_Grad,14,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
10291,59,Private,245196.0,Primary_education,6,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
10292,19,Private,39463.2,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
10293,19,Private,187570.0,Secondary_edu,9,Single,Craft-repair,Own-child,White,Male,0,0,20,United-States,<=50K
10294,31,Private,102884.0,Secondary_edu,9,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
10295,19,Private,228399.0,Primary_education,7,Single,Other-service,Own-child,White,Female,0,0,18,United-States,<=50K
10296,42,Private,340234.0,Secondary_edu,9,Married,Tech-support,Husband,Asian-Pac-Islander,Male,5013,0,40,United-States,>50K
10297,37,Private,176293.0,Secondary_edu,10,Married,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,<=50K
10298,51,Civil_servant,108435.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10299,48,Private,161187.0,Secondary_edu,9,Single,Adm-clerical,Not-in-family,White,Female,2463,0,40,United-States,<=50K
10300,23,Private,278391.0,Secondary_edu,9,Single,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
10301,27,Private,157941.0,Secondary_edu,11,Married,Sales,Husband,White,Male,0,0,45,United-States,<=50K
10302,25,Private,182866.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
10303,63,Private,370888.0,Secondary_edu,12,Unmarried,Adm-clerical,Not-in-family,White,Female,2964,0,18,Others,<=50K
10304,30,Private,206512.0,Graduate,13,Single,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
10305,33,Private,357954.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,0,0,35,Others,<=50K
10306,28,Private,189346.0,Secondary_edu,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,<=50K
10307,45,Private,234652.0,Primary_education,5,Married,Machine-op-inspct,Husband,White,Male,0,0,40,Others,<=50K
10308,25,Private,113436.0,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Male,0,0,18,United-States,<=50K
10309,37,Private,204145.0,Secondary_edu,11,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
10310,59,Private,157305.0,Primary_education,5,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Others,<=50K
10311,26,Private,104045.0,Secondary_edu,9,Single,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
10312,48,Private,280422.0,Secondary_edu,10,Unmarried,Other-service,Not-in-family,White,Female,0,0,25,Others,<=50K
10313,63,Civil_servant,173754.0,Secondary_edu,9,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
10314,39,Private,211154.0,Graduate,13,Married,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K
10315,24,Private,321435.0,Graduate,13,Single,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
10316,40,Civil_servant,177083.0,Post_Grad,14,Single,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
10317,46,Private,178829.0,Post_Grad,14,Married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,>50K
10318,35,Civil_servant,287658.0,Secondary_edu,10,Married,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
10319,43,Private,209894.0,Secondary_edu,9,Married,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
10320,31,Private,334744.0,Secondary_edu,9,Unmarried,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
10321,22,Private,306967.0,Secondary_edu,10,Single,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
10322,35,Private,52187.0,Secondary_edu,10,Single,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
10323,35,Private,101978.0,Secondary_edu,9,Unmarried,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
10324,35,Civil_servant,379699.1999999997,Secondary_edu,10,Unmarried,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
10325,40,Private,77357.0,Secondary_edu,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10326,50,Private,149770.0,Post_Grad,14,Single,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
10327,48,Self_employed,328606.0,Secondary_edu,14,Unmarried,Prof-specialty,Unmarried,White,Male,5013,0,60,United-States,>50K
10328,63,Private,172652.0,Post_Grad,14,Married,Prof-specialty,Husband,White,Male,0,0,18,United-States,<=50K
10329,46,Private,188293.0,Secondary_edu,9,Unmarried,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10330,36,Private,116608.0,Secondary_edu,9,Unmarried,Machine-op-inspct,Unmarried,White,Female,0,0,38,United-States,<=50K
10331,37,Civil_servant,348960.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
10332,24,Private,329530.0,Primary_education,5,Married,Sales,Husband,White,Male,0,0,45,Others,<=50K
10333,47,Civil_servant,93476.0,Graduate,13,Unmarried,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,<=50K
10334,35,Self_employed,195744.0,Secondary_edu,9,Unmarried,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
10335,43,Private,125833.0,Graduate,13,Married,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Others,<=50K
10336,19,Civil_servant,191117.0,Primary_education,7,Single,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
10337,54,Private,311020.0,Secondary_edu,9,Married,Other-service,Husband,White,Male,0,0,50,United-States,<=50K
10338,62,Private,210464.0,Secondary_edu,9,Single,Other-service,Other-relative,Black,Female,0,0,38,United-States,<=50K
10339,36,Private,135289.0,Graduate,13,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K
10340,27,Private,156266.0,Primary_education,5,Married,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
10341,23,Private,154210.0,Secondary_edu,10,Single,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,0,18,Others,<=50K
10342,61,Private,160625.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,4386,0,18,United-States,>50K
10343,39,Self_employed,331481.0,Graduate,13,Unmarried,Craft-repair,Not-in-family,Black,Male,0,0,60,United-States,<=50K
10344,33,Self_employed,249249.0,Primary_education,5,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
10345,28,Private,261725.0,Primary_education,5,Single,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Others,<=50K
10346,22,Private,239612.0,Secondary_edu,9,Single,Adm-clerical,Own-child,White,Male,0,0,20,United-States,<=50K
10347,31,Self_employed,226696.0,Secondary_edu,11,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
10348,26,Private,190330.0,Graduate,13,Single,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
10349,44,Private,193755.0,Graduate,13,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
10350,63,Private,192740.0,Graduate,13,Married,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
10351,44,Private,201924.0,Graduate,13,Unmarried,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
10352,35,Private,77146.0,Secondary_edu,11,Unmarried,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
10353,33,Private,126414.0,Graduate,13,Married,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
10354,27,Private,43652.0,Graduate,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
10355,47,Civil_servant,227244.0,Graduate,13,Married,Protective-serv,Husband,Black,Male,0,0,50,United-States,>50K
10356,29,Private,160731.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
10357,33,Private,287878.0,Secondary_edu,10,Married,Other-service,Wife,White,Female,0,0,26,United-States,<=50K
10358,50,Private,166758.0,Secondary_edu,10,Unmarried,Other-service,Not-in-family,White,Female,0,0,18,United-States,<=50K
10359,32,Private,183811.0,Secondary_edu,9,Married,Handlers-cleaners,Husband,White,Male,2829,0,40,United-States,<=50K
10360,41,Self_employed,254818.0,Post_Grad,14,Unmarried,Handlers-cleaners,Unmarried,White,Male,0,0,40,Others,<=50K
10361,19,Private,220517.0,Secondary_edu,10,Single,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
10362,45,Private,295046.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
10363,63,Private,190568.0,Secondary_edu,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
10364,42,Civil_servant,211915.0,Secondary_edu,10,Unmarried,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
10365,33,Self_employed,295621.0,Graduate,13,Married,Prof-specialty,Husband,Black,Male,0,0,25,United-States,>50K
10366,32,Private,204567.0,Graduate,13,Married,Sales,Husband,White,Male,5013,0,60,United-States,>50K
10367,42,Private,204235.0,Secondary_edu,10,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
10368,49,Private,186982.0,Secondary_edu,10,Unmarried,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,>50K
10369,38,Private,133586.0,Secondary_edu,9,Married,Protective-serv,Own-child,White,Male,0,0,45,United-States,<=50K
10370,38,Private,165930.0,Secondary_edu,10,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
10371,37,Private,164898.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
10372,24,Private,278155.0,Secondary_edu,10,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,30,United-States,<=50K
10373,27,Self_employed,115705.0,Secondary_edu,10,Single,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
10374,25,Private,150553.0,Primary_education,5,Married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
10375,29,Private,185127.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
10376,46,Private,201595.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
10377,44,Self_employed,165815.0,Secondary_edu,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
10378,26,Private,102420.0,Graduate,13,Single,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
10379,46,Civil_servant,344172.0,Secondary_edu,12,Married,Protective-serv,Husband,White,Male,0,0,49,United-States,>50K
10380,38,Private,222450.0,Secondary_edu,10,Unmarried,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
10381,38,Private,212245.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10382,22,Civil_servant,190625.0,Graduate,13,Married,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
10383,33,Private,203488.0,Secondary_edu,10,Unmarried,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
10384,50,Private,304260.0,Secondary_edu,12,Unmarried,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
10385,31,Civil_servant,243665.0,Secondary_edu,9,Married,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K
10386,26,Self_employed,189238.0,Secondary_edu,10,Single,Prof-specialty,Not-in-family,White,Female,0,0,18,Others,<=50K
10387,42,Private,77373.0,Secondary_edu,10,Married,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,<=50K
10388,27,Private,379699.1999999997,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10389,34,Private,39463.2,Post_Grad,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
10390,63,Private,110150.0,Secondary_edu,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
10391,43,Private,198316.0,Secondary_edu,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10392,39,Private,127772.0,Secondary_edu,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
10393,47,Self_employed,199058.0,Secondary_edu,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
10394,56,Private,285730.0,Post_Grad,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
10395,25,Civil_servant,334133.0,Post_Grad,14,Single,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
10396,60,Civil_servant,97030.0,Graduate,13,Unmarried,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
10397,52,Private,67090.0,Secondary_edu,9,Married,Sales,Husband,White,Male,0,0,44,United-States,<=50K
10398,43,Private,379699.1999999997,Secondary_edu,9,Unmarried,Handlers-cleaners,Not-in-family,White,Male,594,0,18,United-States,<=50K
10399,46,Private,182533.0,Graduate,13,Single,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Others,<=50K
10400,19,Private,379699.1999999997,Secondary_edu,10,Single,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
10401,56,Private,365050.0,Primary_education,5,Single,Farming-fishing,Unmarried,Black,Female,0,0,20,United-States,<=50K
10402,22,Private,110200.0,Graduate,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
10403,28,Private,150025.0,Primary_education,7,Single,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
